ortho	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemlivres	Lexique3__islem
flambeur	flambeur	NOM	1.89	1
flambeurs	flambeur	NOM	1.89	0
flambeuse	flambeur	NOM	1.89	0
flambez	flamber	VER	13.99	0
flamboie	flamboyer	VER	3.11	0
flamboiement	flamboiement	NOM	1.49	1
flamboiements	flamboiement	NOM	1.49	0
flamboient	flamboyer	VER	3.11	0
flamboierait	flamboyer	VER	3.11	0
flambons	flamber	VER	13.99	0
flamboya	flamboyer	VER	3.11	0
flamboyaient	flamboyer	VER	3.11	0
flamboyait	flamboyer	VER	3.11	0
flamboyance	flamboyance	NOM	0.0	1
flamboyant	flamboyant	ADJ	5.41	1
flamboyant	flamboyer	VER	3.11	0
flamboyante	flamboyant	ADJ	5.41	0
flamboyantes	flamboyant	ADJ	5.41	0
flamboyants	flamboyant	ADJ	5.41	0
flamboyer	flamboyer	VER	3.11	1
flamboyèrent	flamboyer	VER	3.11	0
flambèrent	flamber	VER	13.99	0
flambé	flambé	ADJ	0.14	1
flambé	flamber	VER	13.99	0
flambée	flambée	NOM	3.31	1
flambée	flamber	VER	13.99	0
flambées	flamber	VER	13.99	0
flambées	flambée	NOM	3.31	0
flambés	flambé	ADJ	0.14	0
flambés	flamber	VER	13.99	0
flamenco	flamenco	NOM	0.88	1
flamenco	flamenco	ADJ	0.74	1
flamencos	flamenco	ADJ	0.74	0
flamine	flamine	NOM	0.0	1
flamme	flamme	NOM	71.82	1
flammes	flamme	NOM	71.82	0
flammèche	flammèche	NOM	2.57	1
flammèches	flammèche	NOM	2.57	0
flammé	flammé	ADJ	0.27	1
flammée	flammé	ADJ	0.27	0
flammés	flammé	ADJ	0.27	0
flan	flan	NOM	2.77	1
flanc	flanc	NOM	46.89	1
flanc-garde	flanc-garde	NOM	0.27	1
flancha	flancher	VER	2.7	0
flanchais	flancher	VER	2.7	0
flanchait	flancher	VER	2.7	0
flanche	flancher	VER	2.7	0
flanchent	flancher	VER	2.7	0
flancher	flancher	VER	2.7	1
flanchera	flancher	VER	2.7	0
flancherai	flancher	VER	2.7	0
flancheraient	flancher	VER	2.7	0
flancherait	flancher	VER	2.7	0
flanchet	flanchet	NOM	0.07	1
flanché	flancher	VER	2.7	0
flancs	flanc	NOM	46.89	0
flancs-gardes	flanc-garde	NOM	0.27	0
flandrin	flandrin	NOM	0.41	1
flanelle	flanelle	NOM	8.99	1
flanelles	flanelle	NOM	8.99	0
flanqua	flanquer	VER	21.22	0
flanquaient	flanquer	VER	21.22	0
flanquait	flanquer	VER	21.22	0
flanquant	flanquer	VER	21.22	0
flanque	flanquer	VER	21.22	0
flanquement	flanquement	NOM	0.07	1
flanquent	flanquer	VER	21.22	0
flanquer	flanquer	VER	21.22	1
flanquera	flanquer	VER	21.22	0
flanquerai	flanquer	VER	21.22	0
flanqueraient	flanquer	VER	21.22	0
flanquerais	flanquer	VER	21.22	0
flanquerait	flanquer	VER	21.22	0
flanquerez	flanquer	VER	21.22	0
flanques	flanquer	VER	21.22	0
flanquez	flanquer	VER	21.22	0
flanquons	flanquer	VER	21.22	0
flanqué	flanquer	VER	21.22	0
flanquée	flanquer	VER	21.22	0
flanquées	flanquer	VER	21.22	0
flanqués	flanquer	VER	21.22	0
flans	flan	NOM	2.77	0
flapi	flapi	ADJ	0.54	1
flapie	flapi	ADJ	0.54	0
flapies	flapi	ADJ	0.54	0
flapis	flapi	ADJ	0.54	0
flaque	flaque	NOM	23.99	1
flaques	flaque	NOM	23.99	0
flash	flash	NOM	4.59	1
flash-back	flash-back	NOM	0.74	1
flashage	flashage	NOM	0.0	1
flashaient	flasher	VER	0.61	0
flashant	flasher	VER	0.61	0
flashe	flasher	VER	0.61	0
flashent	flasher	VER	0.61	0
flasher	flasher	VER	0.61	1
flashes	flashe	NOM	2.16	0
flasheur	flasheur	NOM	0.0	1
flashs	flash	NOM	4.59	0
flashé	flasher	VER	0.61	0
flask	flask	NOM	0.07	1
flasque	flasque	ADJ	6.89	1
flasque	flasque	NOM	2.5	1
flasques	flasque	NOM	2.5	0
flasques	flasque	ADJ	6.89	0
flat	flat	ADJ	0.0	1
flat	flat	NOM	0.07	1
flats	flat	NOM	0.07	0
flats	flat	ADJ	0.0	0
flatta	flatter	VER	24.05	0
flattai	flatter	VER	24.05	0
flattaient	flatter	VER	24.05	0
flattais	flatter	VER	24.05	0
flattait	flatter	VER	24.05	0
flattant	flatter	VER	24.05	0
flattasse	flatter	VER	24.05	0
flattassent	flatter	VER	24.05	0
flatte	flatter	VER	24.05	0
flattent	flatter	VER	24.05	0
flatter	flatter	VER	24.05	1
flatteras	flatter	VER	24.05	0
flatterie	flatterie	NOM	2.64	1
flatteries	flatterie	NOM	2.64	0
flatteront	flatter	VER	24.05	0
flattes	flatter	VER	24.05	0
flatteur	flatteur	ADJ	6.49	1
flatteur	flatteur	NOM	0.61	1
flatteurs	flatteur	ADJ	6.49	0
flatteurs	flatteur	NOM	0.61	0
flatteuse	flatteur	ADJ	6.49	0
flatteuses	flatteur	ADJ	6.49	0
flattez	flatter	VER	24.05	0
flattions	flatter	VER	24.05	0
flattons	flatter	VER	24.05	0
flattèrent	flatter	VER	24.05	0
flatté	flatter	VER	24.05	0
flattée	flatter	VER	24.05	0
flattées	flatter	VER	24.05	0
flattés	flatter	VER	24.05	0
flatulence	flatulence	NOM	0.47	1
flatulences	flatulence	NOM	0.47	0
flatulent	flatulent	ADJ	0.07	1
flatulents	flatulent	ADJ	0.07	0
flatuosité	flatuosité	NOM	0.07	1
flatus vocis	flatus vocis	NOM	0.07	1
flave	flave	ADJ	0.07	1
flaveur	flaveur	NOM	0.0	1
flegmatique	flegmatique	ADJ	0.95	1
flegmatiquement	flegmatiquement	ADV	0.07	1
flegmatiques	flegmatique	ADJ	0.95	0
flegmatisme	flegmatisme	NOM	0.07	1
flegme	flegme	NOM	2.43	1
flemmard	flemmard	NOM	0.41	1
flemmard	flemmard	ADJ	0.41	1
flemmardais	flemmarder	VER	0.2	0
flemmardant	flemmarder	VER	0.2	0
flemmarde	flemmard	ADJ	0.41	0
flemmarde	flemmarder	VER	0.2	0
flemmarde	flemmard	NOM	0.41	0
flemmarder	flemmarder	VER	0.2	1
flemmardes	flemmard	ADJ	0.41	0
flemmardes	flemmarder	VER	0.2	0
flemmardise	flemmardise	NOM	0.07	1
flemmards	flemmard	NOM	0.41	0
flemmards	flemmard	ADJ	0.41	0
flemme	flemme	NOM	1.62	1
flemmer	flemmer	VER	0.0	1
fleur	fleur	NOM	164.39	1
fleurage	fleurage	NOM	0.27	1
fleuraient	fleurer	VER	3.31	0
fleurais	fleurer	VER	3.31	0
fleurait	fleurer	VER	3.31	0
fleurant	fleurer	VER	3.31	0
fleurdelisé	fleurdelisé	ADJ	0.34	1
fleurdelisée	fleurdeliser	VER	0.07	0
fleurdelisée	fleurdelisé	ADJ	0.34	0
fleurdelisés	fleurdelisé	ADJ	0.34	0
fleure	fleurer	VER	3.31	0
fleurent	fleurer	VER	3.31	0
fleurer	fleurer	VER	3.31	1
fleuret	fleuret	NOM	2.43	1
fleuretais	fleureter	VER	0.07	0
fleuretait	fleureter	VER	0.07	0
fleurets	fleuret	NOM	2.43	0
fleurette	fleurette	NOM	2.97	1
fleurettes	fleurette	NOM	2.97	0
fleuri	fleurir	VER	16.49	0
fleuri	fleuri	ADJ	10.14	1
fleurie	fleuri	ADJ	10.14	0
fleurie	fleurir	VER	16.49	0
fleuries	fleuri	ADJ	10.14	0
fleuries	fleurir	VER	16.49	0
fleurir	fleurir	VER	16.49	1
fleurira	fleurir	VER	16.49	0
fleuriraient	fleurir	VER	16.49	0
fleurirent	fleurir	VER	16.49	0
fleuriront	fleurir	VER	16.49	0
fleuris	fleurir	VER	16.49	0
fleuris	fleuri	ADJ	10.14	0
fleurissaient	fleurir	VER	16.49	0
fleurissait	fleurir	VER	16.49	0
fleurissant	fleurir	VER	16.49	0
fleurissant	fleurissant	ADJ	0.0	1
fleurisse	fleurir	VER	16.49	0
fleurissement	fleurissement	NOM	0.14	1
fleurissent	fleurir	VER	16.49	0
fleurissiez	fleurir	VER	16.49	0
fleurissons	fleurir	VER	16.49	0
fleuriste	fleuriste	NOM	8.51	1
fleuristes	fleuriste	NOM	8.51	0
fleurit	fleurir	VER	16.49	0
fleuron	fleuron	NOM	1.15	1
fleuronner	fleuronner	VER	0.07	1
fleuronnée	fleuronné	ADJ	0.0	0
fleurons	fleuron	NOM	1.15	0
fleurs	fleur	NOM	164.39	0
fleuve	fleuve	NOM	46.89	1
fleuves	fleuve	NOM	46.89	0
flexibilité	flexibilité	NOM	0.34	1
flexible	flexible	ADJ	3.18	1
flexibles	flexible	ADJ	3.18	0
flexion	flexion	NOM	0.74	1
flexions	flexion	NOM	0.74	0
flexuosité	flexuosité	NOM	0.07	1
flibuste	flibuste	NOM	0.14	1
flibustier	flibustier	NOM	0.74	1
flibustiers	flibustier	NOM	0.74	0
flic	flic	NOM	72.43	1
flicage	flicage	NOM	0.14	1
flicaille	flicaille	NOM	1.28	1
flicailles	flicaille	NOM	1.28	0
flicard	flicard	ADJ	0.54	1
flicard	flicard	NOM	2.03	1
flicarde	flicard	ADJ	0.54	0
flicardes	flicard	ADJ	0.54	0
flicards	flicard	NOM	2.03	0
flicards	flicard	ADJ	0.54	0
flics	flic	NOM	72.43	0
flingage	flingage	NOM	0.27	1
flingot	flingot	NOM	0.41	1
flingots	flingot	NOM	0.41	0
flingoté	flingoter	VER	0.07	0
flinguait	flinguer	VER	4.12	0
flinguant	flinguer	VER	4.12	0
flingue	flinguer	VER	4.12	0
flingue	flingue	NOM	12.57	1
flinguent	flinguer	VER	4.12	0
flinguer	flinguer	VER	4.12	1
flinguera	flinguer	VER	4.12	0
flinguerai	flinguer	VER	4.12	0
flingueraient	flinguer	VER	4.12	0
flinguerais	flinguer	VER	4.12	0
flingueront	flinguer	VER	4.12	0
flingues	flinguer	VER	4.12	0
flingues	flingue	NOM	12.57	0
flingueur	flingueur	NOM	0.14	1
flingueurs	flingueur	NOM	0.14	0
flingueuse	flingueur	NOM	0.14	0
flingueuses	flingueur	NOM	0.14	0
flinguez	flinguer	VER	4.12	0
flinguons	flinguer	VER	4.12	0
flinguât	flinguer	VER	4.12	0
flingué	flinguer	VER	4.12	0
flinguée	flinguer	VER	4.12	0
flingués	flinguer	VER	4.12	0
flint	flint	NOM	0.07	1
flip	flip	NOM	1.42	1
flip-flap	flip-flap	NOM	0.14	1
flip-flop	flip-flop	NOM	0.0	1
flippais	flipper	VER	3.65	0
flippait	flipper	VER	3.65	0
flippant	flipper	VER	3.65	0
flippe	flipper	VER	3.65	0
flippent	flipper	VER	3.65	0
flipper	flipper	VER	3.65	1
flipper	flipper	NOM	2.43	1
flipperais	flipper	VER	3.65	0
flipperait	flipper	VER	3.65	0
flipperont	flipper	VER	3.65	0
flippers	flipper	NOM	2.43	0
flippes	flipper	VER	3.65	0
flippé	flippé	ADJ	0.2	1
flippé	flipper	VER	3.65	0
flippé	flippé	NOM	0.95	1
flippée	flipper	VER	3.65	0
flippée	flippé	NOM	0.95	0
flippée	flippé	ADJ	0.2	0
flippés	flippé	NOM	0.95	0
flippés	flippé	ADJ	0.2	0
flippés	flipper	VER	3.65	0
flips	flip	NOM	1.42	0
fliquer	fliquer	VER	0.07	1
fliquesse	fliquesse	NOM	0.0	1
fliqué	fliqué	ADJ	0.07	1
fliqués	fliqué	ADJ	0.07	0
flirt	flirt	NOM	3.65	1
flirta	flirter	VER	3.04	0
flirtaient	flirter	VER	3.04	0
flirtais	flirter	VER	3.04	0
flirtait	flirter	VER	3.04	0
flirtant	flirter	VER	3.04	0
flirtation	flirtation	NOM	0.0	1
flirte	flirter	VER	3.04	0
flirtent	flirter	VER	3.04	0
flirter	flirter	VER	3.04	1
flirteront	flirter	VER	3.04	0
flirtes	flirter	VER	3.04	0
flirteur	flirteur	ADJ	0.14	1
flirteur	flirteur	NOM	0.07	1
flirteuse	flirteur	NOM	0.07	0
flirteuse	flirteur	ADJ	0.14	0
flirteuses	flirteur	ADJ	0.14	0
flirtez	flirter	VER	3.04	0
flirtiez	flirter	VER	3.04	0
flirtons	flirter	VER	3.04	0
flirts	flirt	NOM	3.65	0
flirtèrent	flirter	VER	3.04	0
flirté	flirter	VER	3.04	0
floc	floc	ONO	2.57	1
floche	floche	ADJ	0.2	1
floche	floche	NOM	0.27	1
floches	floche	ADJ	0.2	0
floches	floche	NOM	0.27	0
flocon	flocon	NOM	8.92	1
floconne	floconner	VER	0.34	0
floconnent	floconner	VER	0.34	0
floconneuse	floconneux	ADJ	0.54	0
floconneuses	floconneux	ADJ	0.54	0
floconneux	floconneux	ADJ	0.54	1
flocons	flocon	NOM	8.92	0
floculation	floculation	NOM	0.0	1
floculent	floculer	VER	0.07	0
flonflon	flonflon	NOM	1.35	1
flonflons	flonflon	NOM	1.35	0
flood	flood	NOM	0.0	1
flood	flood	ADJ	0.0	1
flop	flop	ONO	0.2	1
flop	flop	NOM	0.27	1
flops	flop	NOM	0.27	0
flopée	flopée	NOM	0.74	1
flopées	flopée	NOM	0.74	0
floraison	floraison	NOM	4.12	1
floraisons	floraison	NOM	4.12	0
floral	floral	ADJ	1.49	1
florale	floral	ADJ	1.49	0
florales	floral	ADJ	1.49	0
floralies	floralies	NOM	0.07	1
floraux	floral	ADJ	1.49	0
flore	flore	NOM	1.55	1
florence	florence	NOM	0.07	1
florentin	florentin	ADJ	1.49	1
florentine	florentin	ADJ	1.49	0
florentines	florentin	ADJ	1.49	0
florentins	florentin	ADJ	1.49	0
flores	flore	NOM	1.55	0
florilège	florilège	NOM	0.14	1
florin	florin	NOM	1.76	1
florins	florin	NOM	1.76	0
florissaient	florissaient	VER	0.07	1
florissait	florissait	VER	0.14	1
florissant	florir	VER	0.07	0
florissant	florissant	ADJ	2.3	1
florissante	florissant	ADJ	2.3	0
florissantes	florissant	ADJ	2.3	0
florissants	florissant	ADJ	2.3	0
florès	florès	ADV	0.54	1
floréal	floréal	NOM	0.2	1
flot	flot	NOM	45.95	1
flots	flot	NOM	45.95	0
flotta	flotter	VER	63.85	0
flottabilité	flottabilité	NOM	0.0	1
flottage	flottage	NOM	0.07	1
flottaient	flotter	VER	63.85	0
flottais	flotter	VER	63.85	0
flottaison	flottaison	NOM	1.28	1
flottaisons	flottaison	NOM	1.28	0
flottait	flotter	VER	63.85	0
flottant	flottant	ADJ	13.31	1
flottant	flottant	NOM	0.88	1
flottant	flotter	VER	63.85	0
flottante	flottant	ADJ	13.31	0
flottantes	flottant	ADJ	13.31	0
flottants	flottant	NOM	0.88	0
flottants	flottant	ADJ	13.31	0
flottation	flottation	NOM	0.0	1
flotte	flotte	NOM	27.64	1
flotte	flotter	VER	63.85	0
flottement	flottement	NOM	2.43	1
flottements	flottement	NOM	2.43	0
flottent	flotter	VER	63.85	0
flotter	flotter	VER	63.85	1
flottera	flotter	VER	63.85	0
flotteraient	flotter	VER	63.85	0
flotterait	flotter	VER	63.85	0
flotteras	flotter	VER	63.85	0
flotterez	flotter	VER	63.85	0
flotteront	flotter	VER	63.85	0
flottes	flotter	VER	63.85	0
flottes	flotte	NOM	27.64	0
flotteur	flotteur	NOM	1.62	1
flotteurs	flotteur	NOM	1.62	0
flottez	flotter	VER	63.85	0
flottiez	flotter	VER	63.85	0
flottille	flottille	NOM	1.76	1
flottilles	flottille	NOM	1.76	0
flottions	flotter	VER	63.85	0
flottât	flotter	VER	63.85	0
flottèrent	flotter	VER	63.85	0
flotté	flotter	VER	63.85	0
flottée	flotter	VER	63.85	0
flottées	flotter	VER	63.85	0
flottés	flotter	VER	63.85	0
flou	flou	NOM	3.92	1
flou	flou	ADJ	16.15	1
flouant	flouer	VER	0.95	0
floue	flou	ADJ	16.15	0
floue	flouer	VER	0.95	0
flouer	flouer	VER	0.95	1
flouerie	flouerie	NOM	0.07	1
floues	flou	ADJ	16.15	0
flous	flou	ADJ	16.15	0
flous	flou	NOM	3.92	0
flouse	flouse	NOM	0.14	1
flouve	flouve	NOM	0.07	1
flouzaille	flouzaille	NOM	0.07	1
flouze	flouze	NOM	0.34	1
floué	flouer	VER	0.95	0
flouée	flouer	VER	0.95	0
floués	flouer	VER	0.95	0
fluaient	fluer	VER	0.14	0
fluait	fluer	VER	0.14	0
flubes	fluber	VER	0.88	0
fluctuait	fluctuer	VER	0.68	0
fluctuant	fluctuant	ADJ	0.41	1
fluctuante	fluctuant	ADJ	0.41	0
fluctuation	fluctuation	NOM	0.95	1
fluctuations	fluctuation	NOM	0.95	0
fluctue	fluctuer	VER	0.68	0
fluctuent	fluctuer	VER	0.68	0
fluctuer	fluctuer	VER	0.68	1
fluctuerait	fluctuer	VER	0.68	0
fluctué	fluctuer	VER	0.68	0
fluence	fluence	NOM	0.0	1
fluet	fluet	ADJ	4.32	1
fluets	fluet	ADJ	4.32	0
fluette	fluet	ADJ	4.32	0
fluettes	fluet	ADJ	4.32	0
fluide	fluide	NOM	2.43	1
fluide	fluide	ADJ	4.8	1
fluidement	fluidement	ADV	0.14	1
fluides	fluide	NOM	2.43	0
fluides	fluide	ADJ	4.8	0
fluidifiant	fluidifiant	NOM	0.0	1
fluidifier	fluidifier	VER	0.07	1
fluidifié	fluidifier	VER	0.07	0
fluidiques	fluidique	ADJ	0.07	0
fluidité	fluidité	NOM	1.35	1
fluo	fluo	ADJ	0.2	1
fluor	fluor	NOM	0.0	1
fluorescence	fluorescence	NOM	0.14	1
fluorescent	fluorescent	ADJ	0.95	1
fluorescente	fluorescent	ADJ	0.95	0
fluorescentes	fluorescent	ADJ	0.95	0
fluorescents	fluorescent	ADJ	0.95	0
fluorescéine	fluorescéine	NOM	0.0	1
fluorhydrique	fluorhydrique	ADJ	0.0	1
fluorite	fluorite	NOM	0.0	1
fluorure	fluorure	NOM	0.07	1
fluorée	fluoré	ADJ	0.0	0
flush	flush	NOM	0.07	1
fluvial	fluvial	ADJ	1.35	1
fluviale	fluvial	ADJ	1.35	0
fluviales	fluvial	ADJ	1.35	0
fluviatile	fluviatile	ADJ	0.07	1
fluviaux	fluvial	ADJ	1.35	0
flux	flux	NOM	6.42	1
fluxe	fluxer	VER	0.0	0
fluxion	fluxion	NOM	0.47	1
flâna	flâner	VER	9.05	0
flânai	flâner	VER	9.05	0
flânaient	flâner	VER	9.05	0
flânais	flâner	VER	9.05	0
flânait	flâner	VER	9.05	0
flânant	flâner	VER	9.05	0
flâne	flâner	VER	9.05	0
flâne	flâne	NOM	0.14	1
flânent	flâner	VER	9.05	0
flâner	flâner	VER	9.05	1
flânera	flâner	VER	9.05	0
flânerais	flâner	VER	9.05	0
flânerait	flâner	VER	9.05	0
flânerie	flânerie	NOM	2.43	1
flâneries	flânerie	NOM	2.43	0
flâneront	flâner	VER	9.05	0
flâneur	flâneur	NOM	1.69	1
flâneur	flâneur	ADJ	0.61	1
flâneurs	flâneur	NOM	1.69	0
flâneurs	flâneur	ADJ	0.61	0
flâneuse	flâneur	ADJ	0.61	0
flâneuse	flâneuse	NOM	0.0	1
flâneuses	flâneur	ADJ	0.61	0
flâneuses	flâneur	NOM	1.69	0
flânions	flâner	VER	9.05	0
flânochent	flânocher	VER	0.14	0
flânocher	flânocher	VER	0.14	1
flânons	flâner	VER	9.05	0
flâné	flâner	VER	9.05	0
flèche	flèche	NOM	25.0	1
flèches	flèche	NOM	25.0	0
fléau	fléau	NOM	4.39	1
fléaux	fléau	NOM	4.39	0
flécher	flécher	VER	0.61	1
fléchette	fléchette	NOM	1.28	1
fléchettes	fléchette	NOM	1.28	0
fléchi	fléchir	VER	9.32	0
fléchie	fléchir	VER	9.32	0
fléchies	fléchir	VER	9.32	0
fléchir	fléchir	VER	9.32	1
fléchiraient	fléchir	VER	9.32	0
fléchirait	fléchir	VER	9.32	0
fléchirent	fléchir	VER	9.32	0
fléchis	fléchir	VER	9.32	0
fléchissaient	fléchir	VER	9.32	0
fléchissais	fléchir	VER	9.32	0
fléchissait	fléchir	VER	9.32	0
fléchissant	fléchir	VER	9.32	0
fléchisse	fléchir	VER	9.32	0
fléchissement	fléchissement	NOM	1.15	1
fléchissements	fléchissement	NOM	1.15	0
fléchissent	fléchir	VER	9.32	0
fléchisseur	fléchisseur	ADJ	0.0	1
fléchissez	fléchir	VER	9.32	0
fléchissions	fléchir	VER	9.32	0
fléchissons	fléchir	VER	9.32	0
fléchit	fléchir	VER	9.32	0
fléché	flécher	VER	0.61	0
fléché	fléché	ADJ	0.54	1
fléchée	fléché	ADJ	0.54	0
fléchée	flécher	VER	0.61	0
fléchées	fléché	ADJ	0.54	0
fléchées	flécher	VER	0.61	0
fléchés	flécher	VER	0.61	0
fléchés	fléché	ADJ	0.54	0
fléole	fléole	NOM	0.07	1
flétan	flétan	NOM	0.07	1
flétans	flétan	NOM	0.07	0
flétri	flétrir	VER	6.08	0
flétrie	flétrir	VER	6.08	0
flétries	flétrir	VER	6.08	0
flétrir	flétrir	VER	6.08	1
flétrira	flétrir	VER	6.08	0
flétrirai	flétrir	VER	6.08	0
flétrirent	flétrir	VER	6.08	0
flétriront	flétrir	VER	6.08	0
flétris	flétrir	VER	6.08	0
flétrissaient	flétrir	VER	6.08	0
flétrissait	flétrir	VER	6.08	0
flétrissant	flétrissant	ADJ	0.07	1
flétrissement	flétrissement	NOM	0.0	1
flétrissent	flétrir	VER	6.08	0
flétrissure	flétrissure	NOM	0.88	1
flétrissures	flétrissure	NOM	0.88	0
flétrit	flétrir	VER	6.08	0
flétrît	flétrir	VER	6.08	0
flûta	flûter	VER	0.2	0
flûte	flûte	NOM	10.61	1
flûter	flûter	VER	0.2	1
flûtes	flûte	NOM	10.61	0
flûtiau	flûtiau	NOM	0.07	1
flûtiste	flûtiste	NOM	0.34	1
flûtistes	flûtiste	NOM	0.34	0
flûté	flûté	ADJ	0.81	1
flûtée	flûté	ADJ	0.81	0
flûtée	flûter	VER	0.2	0
flûtés	flûté	ADJ	0.81	0
foc	foc	NOM	1.28	1
focal	focal	ADJ	0.07	1
focale	focal	ADJ	0.07	0
focale	focale	NOM	0.0	1
focales	focal	ADJ	0.07	0
focalisation	focalisation	NOM	0.0	1
focalise	focaliser	VER	0.34	0
focaliser	focaliser	VER	0.34	1
focalisez	focaliser	VER	0.34	0
focalisons	focaliser	VER	0.34	0
focalisé	focaliser	VER	0.34	0
focalisés	focaliser	VER	0.34	0
focaux	focal	ADJ	0.07	0
focs	foc	NOM	1.28	0
foehn	foehn	NOM	0.0	1
foetal	foetal	ADJ	1.35	1
foetale	foetal	ADJ	1.35	0
foetales	foetal	ADJ	1.35	0
foetaux	foetal	ADJ	1.35	0
foetus	foetus	NOM	2.57	1
fofolle	fofolle	NOM	0.2	1
fofolle	fofolle	ADJ	0.0	1
fofolles	fofolle	NOM	0.2	0
fofolles	fofolle	ADJ	0.0	0
foi	foi	NOM	76.49	1
foie	foie	NOM	17.97	1
foies	foie	NOM	17.97	0
foil	foil	NOM	0.0	1
foin	foin	NOM	17.91	1
foins	foin	NOM	17.91	0
foira	foirer	VER	2.09	0
foirade	foirade	NOM	0.34	1
foirades	foirade	NOM	0.34	0
foiraient	foirer	VER	2.09	0
foirail	foirail	NOM	0.47	1
foirails	foirail	NOM	0.47	0
foirais	foirer	VER	2.09	0
foirait	foirer	VER	2.09	0
foire	foirer	VER	2.09	0
foire	foire	NOM	15.95	1
foirent	foirer	VER	2.09	0
foirer	foirer	VER	2.09	1
foirera	foirer	VER	2.09	0
foires	foirer	VER	2.09	0
foires	foire	NOM	15.95	0
foireuse	foireux	ADJ	4.05	0
foireuses	foireux	ADJ	4.05	0
foireux	foireux	ADJ	4.05	1
foirez	foirer	VER	2.09	0
foiridon	foiridon	NOM	0.2	1
foiré	foirer	VER	2.09	0
foirée	foirer	VER	2.09	0
foirées	foirer	VER	2.09	0
foirés	foirer	VER	2.09	0
fois	fois	NOM	1140.0	1
foison	foison	NOM	1.15	1
foisonnaient	foisonner	VER	1.42	0
foisonnait	foisonner	VER	1.42	0
foisonnant	foisonner	VER	1.42	0
foisonnant	foisonnant	ADJ	0.88	1
foisonnante	foisonnant	ADJ	0.88	0
foisonnantes	foisonnant	ADJ	0.88	0
foisonne	foisonner	VER	1.42	0
foisonnement	foisonnement	NOM	1.55	1
foisonnent	foisonner	VER	1.42	0
foisonner	foisonner	VER	1.42	1
foisonneraient	foisonner	VER	1.42	0
foisonneront	foisonner	VER	1.42	0
fol	fol	ADJ	1.62	1
folasse	folasse	NOM	0.0	1
foldingue	foldingue	ADJ	0.2	1
foldingue	foldingue	NOM	0.07	1
foldingues	foldingue	NOM	0.07	0
foldingues	foldingue	ADJ	0.2	0
foliacée	foliacé	ADJ	0.0	0
folichon	folichon	ADJ	0.27	1
folichonnait	folichonner	VER	0.14	0
folichonne	folichonner	VER	0.14	0
folichonne	folichon	ADJ	0.27	0
folichonneries	folichonnerie	NOM	0.07	0
folichonnes	folichon	ADJ	0.27	0
folie	folie	NOM	60.74	1
folies	folie	NOM	60.74	0
folingue	folingue	ADJ	0.68	1
folingues	folingue	ADJ	0.68	0
folio	folio	NOM	0.54	1
folioles	foliole	NOM	0.14	0
folios	folio	NOM	0.54	0
folique	folique	ADJ	0.0	1
folk	folk	NOM	2.64	1
folklo	folklo	ADJ	0.47	1
folklore	folklore	NOM	3.78	1
folklores	folklore	NOM	3.78	0
folklorique	folklorique	ADJ	1.96	1
folkloriques	folklorique	ADJ	1.96	0
folkloriste	folkloriste	NOM	0.2	1
folkloristes	folkloriste	NOM	0.2	0
folks	folk	NOM	2.64	0
folle	fou	NOM	55.81	0
folle	fou	ADJ	164.32	0
folledingue	folledingue	NOM	0.0	1
follement	follement	ADV	6.42	1
folles	fou	ADJ	164.32	0
folles	fou	NOM	55.81	0
follet	follet	NOM	0.14	1
follet	follet	ADJ	3.11	1
follets	follet	ADJ	3.11	0
follette	follet	ADJ	3.11	0
follettes	follet	ADJ	3.11	0
folliculaire	folliculaire	ADJ	0.0	1
folliculaires	folliculaire	NOM	0.07	0
follicule	follicule	NOM	0.0	1
follicules	follicule	NOM	0.0	0
folliculite	folliculite	NOM	0.0	1
follingue	follingue	ADJ	0.07	1
fols	fol	ADJ	1.62	0
folâtraient	folâtrer	VER	0.95	0
folâtrait	folâtrer	VER	0.95	0
folâtre	folâtrer	VER	0.95	0
folâtre	folâtre	ADJ	0.74	1
folâtrent	folâtrer	VER	0.95	0
folâtrer	folâtrer	VER	0.95	1
folâtreries	folâtrerie	NOM	0.07	0
folâtres	folâtre	ADJ	0.74	0
fomentaient	fomenter	VER	1.35	0
fomentait	fomenter	VER	1.35	0
fomentateurs	fomentateur	NOM	0.0	0
fomente	fomenter	VER	1.35	0
fomentent	fomenter	VER	1.35	0
fomenter	fomenter	VER	1.35	1
fomenté	fomenter	VER	1.35	0
fomentée	fomenter	VER	1.35	0
fonce	foncer	VER	41.82	0
foncent	foncer	VER	41.82	0
foncer	foncer	VER	41.82	1
foncera	foncer	VER	41.82	0
foncerai	foncer	VER	41.82	0
fonceraient	foncer	VER	41.82	0
foncerais	foncer	VER	41.82	0
foncerait	foncer	VER	41.82	0
foncerons	foncer	VER	41.82	0
fonceront	foncer	VER	41.82	0
fonces	foncer	VER	41.82	0
fonceur	fonceur	NOM	0.14	1
fonceur	fonceur	ADJ	0.41	1
fonceurs	fonceur	ADJ	0.41	0
fonceurs	fonceur	NOM	0.14	0
fonceuse	fonceur	NOM	0.14	0
fonceuse	fonceur	ADJ	0.41	0
foncez	foncer	VER	41.82	0
foncier	foncier	NOM	0.0	1
foncier	foncier	ADJ	2.64	1
fonciers	foncier	ADJ	2.64	0
fonciez	foncer	VER	41.82	0
foncions	foncer	VER	41.82	0
foncière	foncier	ADJ	2.64	0
